setting,seed,eval_time,state_bin,n_eval_cells,mean_g,median_g,std_g,frac_positive
equal_depth,44,3.0,4,50,0.031798671931028366,-0.03668944537639618,0.18429411947727203,0.38
equal_depth,44,3.0,5,0,,,,
equal_depth,44,3.0,6,0,,,,
equal_depth,44,3.0,7,17,0.03191076219081879,-0.0008844584226608276,0.13534808158874512,0.47058823529411764
equal_depth,44,4.0,0,80,0.4616928994655609,0.4324231743812561,0.302717924118042,0.975
equal_depth,44,4.0,1,17,-0.12104101479053497,-0.14436683058738708,0.10983186960220337,0.11764705882352941
equal_depth,44,4.0,2,5,-0.04771481454372406,-0.06629978120326996,0.10391338169574738,0.4
equal_depth,44,4.0,3,11,0.005070626735687256,-0.045597754418849945,0.20376929640769958,0.2727272727272727
equal_depth,44,4.0,4,9,-0.027048559859395027,-0.031033195555210114,0.09521438181400299,0.3333333333333333
equal_depth,44,4.0,5,0,,,,
equal_depth,44,4.0,6,0,,,,
equal_depth,44,4.0,7,178,0.09433450549840927,0.08399590849876404,0.17438669502735138,0.6404494382022472
