pair_id,source_idx,target_idx,source_graph_node,target_graph_node,euclidean_distance,graph_path_num_nodes,graph_path_length,straight_path_length,path_length_ratio,used_fallback,straight_mid_knn_radius,graph_mid_knn_radius,straight_minus_graph_mid_knn_radius,straight_mid_density_percentile,graph_mid_density_percentile,straight_minus_graph_density_percentile,k_graph,n_components,n_edges_undirected,graph_density,largest_component_fraction,graph_k_grid_tried,graph_components_by_k,graph_selection_note,candidate_set_size,selected_for_figure,selected_rank,selected_reason
0,297,693,1897,3893,1.4450318813323975,14,2.090914011001587,1.4450318813323975,1.446967390832686,False,0.017198504150390516,0.2968349226253615,-0.27963641847497095,18.224999999999998,100.0,-81.775,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
1,545,420,2145,3620,1.3905233144760132,12,1.9805934429168701,1.3905233144760132,1.424351121838767,False,0.025598752595471324,0.31425582022415655,-0.2886570676286852,58.975,100.0,-41.025,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
2,414,655,2014,3855,1.2241579294204712,10,1.9738426208496094,1.2241579294204712,1.6124084755829229,False,0.019556539804840106,0.32351602371629384,-0.3039594839114537,33.725,100.0,-66.275,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
3,334,547,1934,3747,1.4665930271148682,11,2.001723051071167,1.4665930271148682,1.3648797001367345,False,0.02061440211346349,0.26641590887865707,-0.24580150676519358,39.35,100.0,-60.65,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
4,557,37,2157,3237,1.5208510160446167,15,2.091162919998169,1.5208510160446167,1.3749952480137089,False,0.01720954830600161,0.32083484647712696,-0.3036252981711253,18.275,100.0,-81.725,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
5,100,229,1700,3429,1.5670868158340454,6,1.5715723037719727,1.5670868158340454,1.0028623097920328,False,0.07649301444885695,0.10410461080126467,-0.027611596352407716,95.625,98.32499999999999,-2.6999999999999886,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
6,559,703,2159,3903,1.467303991317749,11,1.998720645904541,1.467303991317749,1.3621721590967255,False,0.01802400893512816,0.2927862866598846,-0.2747622777247564,23.65,100.0,-76.35,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
7,685,564,2285,3764,1.5739628076553345,11,2.0965311527252197,1.5739628076553345,1.332008064312735,False,0.024062512752644337,0.3271623160480714,-0.3030998032954271,54.37499999999999,100.0,-45.62500000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
8,332,382,1932,3582,1.5051953792572021,15,2.0990166664123535,1.5051953792572021,1.394514423402094,False,0.019590506286821924,0.28330930138766997,-0.26371879510084806,33.975,100.0,-66.025,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
9,0,241,1600,3441,1.515792965888977,14,2.089245557785034,1.515792965888977,1.3783185466623014,False,0.01713137521793868,0.265692407562242,-0.24856103234430332,17.8,100.0,-82.2,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
10,105,214,1705,3414,1.3873791694641113,6,1.388411283493042,1.3873791694641113,1.0007439307520591,False,0.07261331450936011,0.07292040519642447,-0.0003070906870643597,94.85,94.89999999999999,-0.04999999999999716,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
11,669,739,2269,3939,1.3782360553741455,6,1.384557843208313,1.3782360553741455,1.0045868687076622,False,0.05521196311330087,0.04806565669726549,0.007146306416035385,89.67500000000001,86.47500000000001,3.200000000000003,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
12,406,622,2006,3822,1.424831748008728,14,2.0719428062438965,1.424831748008728,1.4541666474933184,False,0.015135533169744753,0.3118572363096478,-0.29672170313990304,8.200000000000001,100.0,-91.8,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
13,531,673,2131,3873,1.3321243524551392,13,2.0498037338256836,1.3321243524551392,1.5387480380850653,False,0.030862513411915104,0.26812362357207375,-0.23726111016015866,70.325,100.0,-29.674999999999997,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
14,550,640,2150,3840,1.5096970796585083,16,2.268151044845581,1.5096970796585083,1.5023881780036523,False,0.03145635980957662,0.26032986686832865,-0.22887350705875203,71.275,100.0,-28.724999999999994,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
15,219,121,1819,3321,1.500776767730713,15,2.159041166305542,1.500776767730713,1.4386157973181943,False,0.019607915586969806,0.26676272320832345,-0.24715480762135364,34.050000000000004,100.0,-65.94999999999999,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
16,665,686,2265,3886,1.2877402305603027,9,1.937046766281128,1.2877402305603027,1.504221674769226,False,0.015695163640722185,0.31859180911271706,-0.30289664547199485,10.65,100.0,-89.35,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
17,49,796,1649,3996,1.8394259214401245,18,2.5151824951171875,1.8394259214401245,1.3673736277174997,False,0.03642419831648262,0.29524960840311926,-0.2588254100866366,77.95,100.0,-22.049999999999997,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
18,731,376,2331,3576,1.3745567798614502,10,1.9767954349517822,1.3745567798614502,1.4381329777814165,False,0.015672540071604114,0.31024985623596507,-0.29457731616436095,10.575,100.0,-89.425,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
19,96,409,1696,3609,1.430752158164978,12,2.0400989055633545,1.430752158164978,1.4258925935711317,False,0.022315653451994454,0.2640944565169735,-0.24177880306497904,47.475,100.0,-52.525,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
20,251,225,1851,3425,1.3921207189559937,12,1.972841501235962,1.3921207189559937,1.4171482935154314,False,0.022771440238415732,0.22315467520906265,-0.20038323497064692,49.45,100.0,-50.55,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
21,292,690,1892,3890,1.563976764678955,7,1.5687748193740845,1.563976764678955,1.0030678554844863,False,0.062408505823159065,0.058343246474842854,0.004065259348316211,92.4,91.10000000000001,1.2999999999999972,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,True,13.0,nonfallback_nodes_ge4_upper_half_positive_midpoint_difference
22,446,242,2046,3442,1.3798027038574219,6,1.3800584077835083,1.3798027038574219,1.000185319194818,False,0.06129067376105769,0.05504932813534044,0.006241345625717251,91.95,89.625,2.325000000000003,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
23,724,432,2324,3632,1.2098796367645264,11,2.0553488731384277,1.2098796367645264,1.6988044187890166,False,0.018823627637405718,0.3063636446643054,-0.2875400170268997,29.225,100.0,-70.775,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
24,328,799,1928,3999,1.474568486213684,15,2.1091129779815674,1.474568486213684,1.430325547914856,False,0.02247017881291055,0.3071974223710714,-0.28472724355816087,48.175000000000004,100.0,-51.824999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
25,694,422,2294,3622,1.365514874458313,13,1.9961967468261719,1.365514874458313,1.461863787912266,False,0.01735590593922648,0.3279858774901306,-0.3106299715509041,19.3,100.0,-80.7,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
26,33,784,1633,3984,1.3230080604553223,10,2.002600908279419,1.3230080604553223,1.5136724923582174,False,0.020228785252590087,0.30405062843420266,-0.2838218431816126,37.475,100.0,-62.525,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
27,532,179,2132,3379,1.2766637802124023,9,1.9579190015792847,1.2766637802124023,1.5336214843140141,False,0.01641951632503395,0.24885507137975374,-0.2324355550547198,14.224999999999998,100.0,-85.775,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
28,26,216,1626,3416,1.2579867839813232,12,2.0352234840393066,1.2579867839813232,1.6178417054574739,False,0.018860679734054652,0.3214672272876233,-0.30260654755356864,29.5,100.0,-70.5,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
29,150,551,1750,3751,1.5315147638320923,13,2.0605969429016113,1.5315147638320923,1.3454633226947625,False,0.01998754726677799,0.3032217306035601,-0.28323418333678213,36.475,100.0,-63.525,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
30,768,663,2368,3863,1.3312742710113525,13,2.0515658855438232,1.3312742710113525,1.541054259228847,False,0.020869892862795378,0.31515546163278524,-0.29428556876998985,40.849999999999994,100.0,-59.150000000000006,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
31,767,298,2367,3498,1.3905154466629028,15,2.2187283039093018,1.3905154466629028,1.595615718785452,False,0.029617011133963013,0.31058199051841073,-0.2809649793844477,68.575,100.0,-31.424999999999997,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
32,87,120,1687,3320,1.500489592552185,10,2.026470184326172,1.500489592552185,1.3505393135578805,False,0.029700404203632624,0.2831757675493473,-0.2534753633457147,68.75,100.0,-31.25,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
33,480,88,2080,3288,1.4219721555709839,14,2.12014102935791,1.4219721555709839,1.4909863185799028,False,0.016061437604057725,0.3209556292520628,-0.3048941916480051,12.2,100.0,-87.8,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
34,335,593,1935,3793,1.4841102361679077,16,2.3172335624694824,1.4841102361679077,1.5613621589544227,False,0.05325422390575686,0.24820052572622234,-0.19494630182046546,88.925,100.0,-11.075000000000003,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
35,32,604,1632,3804,1.4070032835006714,14,2.076582908630371,1.4070032835006714,1.475890591714728,False,0.0187240120851443,0.29347614733365646,-0.27475213524851216,28.449999999999996,100.0,-71.55000000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
36,697,82,2297,3282,1.4314769506454468,12,2.0413413047790527,1.4314769506454468,1.4260385428201416,False,0.023049151100613723,0.24712289901483755,-0.22407374791422383,50.575,100.0,-49.425,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
37,330,207,1930,3407,1.2782167196273804,11,1.9546540975570679,1.2782167196273804,1.5292039820343448,False,0.023243257438825375,0.3240806224118894,-0.300837364973064,51.425,100.0,-48.575,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
38,697,686,2297,3886,1.2517709732055664,9,1.9012534618377686,1.2517709732055664,1.5188508940808807,False,0.014911621908207632,0.31316908490826834,-0.29825746300006073,7.3,100.0,-92.7,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
39,319,242,1919,3442,1.628633737564087,7,1.6297242641448975,1.628633737564087,1.0006695959660283,False,0.09902718375914085,0.09736341899219937,0.0016637647669414807,98.02499999999999,97.875,0.14999999999999147,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
40,115,207,1715,3407,1.4040085077285767,14,2.278632402420044,1.4040085077285767,1.6229477171092397,False,0.09059621947780362,0.192238327777405,-0.10164210829960137,97.275,100.0,-2.7249999999999943,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
41,71,677,1671,3877,1.3509533405303955,11,1.9529625177383423,1.3509533405303955,1.4456180381267594,False,0.016480813814252575,0.31847476645708594,-0.30199395264283335,14.6,100.0,-85.4,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
42,188,362,1788,3562,1.4358137845993042,14,2.0544826984405518,1.4358137845993042,1.4308838099182206,False,0.01756671941951226,0.3129604581069396,-0.29539373868742735,20.674999999999997,100.0,-79.325,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
43,754,359,2354,3559,1.5066721439361572,17,2.232107162475586,1.5066721439361572,1.4814816690273713,False,0.01925107253970117,0.3097077704704607,-0.29045669793075957,31.95,100.0,-68.05,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
44,167,745,1767,3945,1.4037208557128906,5,1.404556155204773,1.4037208557128906,1.0005950609684844,False,0.05237623284965165,0.053352866325287525,-0.0009766334756358755,88.425,88.94999999999999,-0.5249999999999915,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
45,397,316,1997,3516,1.5975284576416016,16,2.22599720954895,1.5975284576416016,1.3934006614412016,False,0.016532425300446307,0.2685104425471392,-0.2519780172466929,14.875,100.0,-85.125,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
46,352,208,1952,3408,1.3477483987808228,11,1.9564191102981567,1.3477483987808228,1.4516204300950677,False,0.01708114299487253,0.2437544486394342,-0.22667330564456167,17.525,100.0,-82.475,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
47,790,491,2390,3691,1.359993577003479,6,1.360781192779541,1.359993577003479,1.0005791319822241,False,0.06268267537744258,0.06481112860460525,-0.002128453227162666,92.5,92.975,-0.4749999999999943,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
48,226,215,1826,3415,1.3216227293014526,9,1.910735011100769,1.3216227293014526,1.4457492056834504,False,0.017242737005921435,0.2764903298116597,-0.2592475928057383,18.45,100.0,-81.55,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
49,88,502,1688,3702,1.3212850093841553,12,2.021775007247925,1.3212850093841553,1.5301581361240635,False,0.0181717775293229,0.32584838832600127,-0.30767661079667835,24.5,100.0,-75.5,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
50,173,262,1773,3462,1.2679264545440674,8,1.8367407321929932,1.2679264545440674,1.4486177219588539,False,0.020052503047289158,0.31246194584756576,-0.2924094428002766,36.675000000000004,100.0,-63.324999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
51,50,333,1650,3533,1.3010092973709106,6,1.30124032497406,1.3010092973709106,1.0001775756742217,False,0.06632893248008989,0.06829317511940522,-0.001964242639315328,93.22500000000001,93.72500000000001,-0.5,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
52,383,581,1983,3781,1.6798392534255981,14,2.193746566772461,1.6798392534255981,1.3059264821314787,False,0.025558510811416944,0.3162747879614181,-0.29071627715000115,58.925000000000004,100.0,-41.074999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
53,425,519,2025,3719,1.4318733215332031,12,1.9941174983978271,1.4318733215332031,1.3926633511563657,False,0.019399754054092718,0.31289220281242247,-0.29349244875832975,32.95,100.0,-67.05,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
54,769,422,2369,3622,1.4723302125930786,15,2.130225419998169,1.4723302125930786,1.4468394398063738,False,0.03596470210177107,0.29135048714264955,-0.2553857850408785,77.45,100.0,-22.549999999999997,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
55,168,762,1768,3962,1.5532665252685547,15,2.233914613723755,1.5532665252685547,1.438204311611955,False,0.027780699635119487,0.31037253367197765,-0.28259183403685817,64.64999999999999,100.0,-35.35000000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
56,674,502,2274,3702,1.4106618165969849,13,2.019019842147827,1.4106618165969849,1.4312571719126963,False,0.015863193831158976,0.327104035377855,-0.311240841546696,11.450000000000001,100.0,-88.55,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
57,249,668,1849,3868,1.2850167751312256,12,1.953979730606079,1.2850167751312256,1.5205869436268948,False,0.025407257849161348,0.27681495364931985,-0.2514076958001585,58.275,100.0,-41.725,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
58,240,717,1840,3917,1.451923131942749,10,1.9369474649429321,1.451923131942749,1.3340564815929306,False,0.019206615335828923,0.2793630144058503,-0.2601563990700214,31.75,100.0,-68.25,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
59,166,378,1766,3578,1.3667197227478027,5,1.3694607019424438,1.3667197227478027,1.002005516675453,False,0.06592755214103141,0.06551856299870595,0.00040898914232545547,93.175,93.10000000000001,0.07499999999998863,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
60,256,669,1856,3869,1.4321331977844238,10,1.9479718208312988,1.4321331977844238,1.360188999071386,False,0.0238093669275391,0.3117772761545449,-0.2879679092270058,53.55,100.0,-46.45,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
61,85,233,1685,3433,1.5027072429656982,13,2.135768175125122,1.5027072429656982,1.4212802827182982,False,0.020837859093188565,0.3090039088396731,-0.2881660497464845,40.6,100.0,-59.4,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
62,418,264,2018,3464,1.47907555103302,16,2.301961898803711,1.47907555103302,1.5563518017696718,False,0.03828765318614901,0.29342949780152017,-0.25514184461537115,79.65,100.0,-20.349999999999994,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
63,91,722,1691,3922,1.7228425741195679,19,2.386437177658081,1.7228425741195679,1.3851742541698175,False,0.026362027651110165,0.3166380478251786,-0.29027602017406845,61.175000000000004,100.0,-38.824999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
64,389,350,1989,3550,1.3130122423171997,14,2.1227004528045654,1.3130122423171997,1.6166646314419968,False,0.021895283527256153,0.32937200507137776,-0.3074767215441216,45.85,100.0,-54.15,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
65,121,653,1721,3853,1.4535119533538818,12,2.0540549755096436,1.4535119533538818,1.4131668960616723,False,0.021552828658098634,0.2669259668073203,-0.24537313814922165,44.3,100.0,-55.7,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
66,124,710,1724,3910,1.5288119316101074,14,2.2437846660614014,1.5288119316101074,1.4676655902981488,False,0.032153827781609544,0.2713960094040778,-0.23924218162246827,72.625,100.0,-27.375,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
67,618,592,2218,3792,1.5116264820098877,16,2.1242456436157227,1.5116264820098877,1.4052715197151644,False,0.020398726020842806,0.31249738649633674,-0.29209866047549393,38.175,100.0,-61.825,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
68,327,36,1927,3236,1.402370810508728,14,2.209930419921875,1.402370810508728,1.5758531219857566,False,0.03042801225558392,0.30217169646371517,-0.2717436842081312,69.69999999999999,100.0,-30.30000000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
