pair_id,source_idx,target_idx,source_graph_node,target_graph_node,euclidean_distance,graph_path_num_nodes,graph_path_length,straight_path_length,path_length_ratio,used_fallback,straight_mid_knn_radius,graph_mid_knn_radius,straight_minus_graph_mid_knn_radius,straight_mid_density_percentile,graph_mid_density_percentile,straight_minus_graph_density_percentile,k_graph,n_components,n_edges_undirected,graph_density,largest_component_fraction,graph_k_grid_tried,graph_components_by_k,graph_selection_note,candidate_set_size,selected_for_figure,selected_rank,selected_reason
546,269,33,1869,3233,1.4132038354873657,6,1.417963981628418,1.4132038354873657,1.0033683365566375,False,0.07597865655337883,0.065039575503834,0.01093908104954483,95.475,93.05,2.424999999999997,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
547,84,170,1684,3370,1.6188040971755981,15,2.2704694271087646,1.6188040971755981,1.402559723607172,False,0.02251545350095762,0.20641508293235833,-0.1838996294314007,48.425000000000004,100.0,-51.574999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
548,52,794,1652,3994,1.2815369367599487,9,1.8808207511901855,1.2815369367599487,1.4676289830126774,False,0.019439544388496353,0.3182289813909125,-0.2987894370024161,33.2,100.0,-66.8,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
549,286,173,1886,3373,1.6184630393981934,16,2.204829454421997,1.6184630393981934,1.3622983044715296,False,0.020726267700735126,0.2620513909085017,-0.24132512320776658,40.1,100.0,-59.9,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
550,281,398,1881,3598,1.59512197971344,14,2.1683528423309326,1.59512197971344,1.3593649074539569,False,0.016499889004537336,0.31474117284079284,-0.2982412838362555,14.7,100.0,-85.3,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
551,347,626,1947,3826,1.427216649055481,13,2.0454177856445312,1.427216649055481,1.4331515730272417,False,0.017613338193844533,0.26415379032588826,-0.24654045213204373,20.95,100.0,-79.05,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
552,605,522,2205,3722,1.5496138334274292,13,2.127073049545288,1.5496138334274292,1.372647174193481,False,0.018417184298090906,0.29651957144523694,-0.278102387147146,26.125,100.0,-73.875,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
553,743,539,2343,3739,1.407030701637268,11,1.9827975034713745,1.407030701637268,1.4092069925440325,False,0.02253674468032401,0.3216553016287756,-0.2991185569484516,48.425000000000004,100.0,-51.574999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
554,153,31,1753,3231,1.4741629362106323,15,2.1767821311950684,1.4741629362106323,1.4766224802738115,False,0.02405327139023812,0.29052721136208914,-0.26647393997185104,54.325,100.0,-45.675,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
555,75,112,1675,3312,1.4135892391204834,11,1.9873130321502686,1.4135892391204834,1.4058631582302852,False,0.018613436186208497,0.26169748812411053,-0.24308405193790203,27.575,100.0,-72.425,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
556,578,433,2178,3633,1.7044973373413086,19,2.374232530593872,1.7044973373413086,1.392922405087017,False,0.02233626068476042,0.3002482414595994,-0.277911980774839,47.625,100.0,-52.375,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
557,185,348,1785,3548,1.3723253011703491,10,1.977319598197937,1.3723253011703491,1.440853416104502,False,0.016416450638186038,0.3112661705148214,-0.2948497198766354,14.124999999999998,100.0,-85.875,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
558,165,332,1765,3532,1.2922636270523071,13,2.050724983215332,1.2922636270523071,1.5869246338636789,False,0.021906362689076548,0.30794558394413046,-0.28603922125505393,45.85,100.0,-54.15,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
559,491,206,2091,3406,1.5149962902069092,16,2.1444103717803955,1.5149962902069092,1.415455856652642,False,0.014034897701304703,0.31343458363433446,-0.29939968593302974,4.2250000000000005,100.0,-95.775,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
560,406,179,2006,3379,1.33925199508667,14,2.14986252784729,1.33925199508667,1.6052711033730147,False,0.027142008371385237,0.32213285560101734,-0.2949908472296321,63.05,100.0,-36.95,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
561,795,5,2395,3205,1.3812001943588257,13,2.0776126384735107,1.3812001943588257,1.504208185720659,False,0.021985073831443467,0.29255746011504613,-0.27057238628360264,46.050000000000004,100.0,-53.949999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
562,666,674,2266,3874,1.560539722442627,16,2.3505866527557373,1.560539722442627,1.5062651843789618,False,0.0354150768055506,0.3134387276877883,-0.2780236508822377,76.85,100.0,-23.150000000000006,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
563,458,351,2058,3551,1.3005281686782837,13,2.1254451274871826,1.3005281686782837,1.6342938036069263,False,0.034335119241619604,0.2931119166494825,-0.2587767974078629,75.52499999999999,100.0,-24.47500000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
564,601,284,2201,3484,1.5589377880096436,11,1.9978212118148804,1.5589377880096436,1.2815272214073252,False,0.018919037344999275,0.27041265336924086,-0.2514936160242416,29.75,100.0,-70.25,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
565,178,662,1778,3862,1.3932205438613892,13,2.0540311336517334,1.3932205438613892,1.4743043681791186,False,0.025238926337934477,0.24159564088948499,-0.2163567145515505,57.85,100.0,-42.15,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
566,389,559,1989,3759,1.2979271411895752,13,2.112903118133545,1.2979271411895752,1.6279057976991131,False,0.023580058981697332,0.3249053384892342,-0.30132527950753685,52.775000000000006,100.0,-47.224999999999994,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
567,254,370,1854,3570,1.6066408157348633,13,2.1864421367645264,1.6066408157348633,1.360877997964011,False,0.03271988144542218,0.17589533216712042,-0.14317545072169824,73.7,99.925,-26.224999999999994,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
568,446,77,2046,3277,1.370119333267212,6,1.370168924331665,1.370119333267212,1.0000361947045406,False,0.04863469768205073,0.05267347263293698,-0.004038774950886247,86.65,88.55,-1.8999999999999915,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
569,267,770,1867,3970,1.3707475662231445,13,2.1401984691619873,1.3707475662231445,1.561336690940791,False,0.025161253954944392,0.3146535809127727,-0.2894923269578283,57.65,100.0,-42.35,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
570,62,406,1662,3606,1.4884675741195679,14,2.0625956058502197,1.4884675741195679,1.3857175270144866,False,0.018804910997287507,0.2418363837366918,-0.2230314727394043,29.025000000000002,100.0,-70.975,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
571,224,531,1824,3731,1.443880558013916,12,2.0757222175598145,1.443880558013916,1.4375996726592177,False,0.02277809207883817,0.3132397331475087,-0.2904616410686705,49.475,100.0,-50.525,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
572,786,438,2386,3638,1.4872236251831055,15,2.1443674564361572,1.4872236251831055,1.4418594622393421,False,0.01949072719613532,0.31649748594525334,-0.297006758749118,33.5,100.0,-66.5,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
573,737,382,2337,3582,1.5186032056808472,14,2.0873639583587646,1.5186032056808472,1.3745288766349737,False,0.01847257650441066,0.2775219024660148,-0.2590493259616042,26.6,100.0,-73.4,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
574,559,22,2159,3222,1.3991413116455078,7,1.3994427919387817,1.3991413116455078,1.000215475228102,False,0.058618946660272016,0.0590379107306754,-0.00041896407040338535,91.125,91.325,-0.20000000000000284,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
575,94,167,1694,3367,1.4786983728408813,14,2.16833758354187,1.4786983728408813,1.4663826128218773,False,0.018145183978134968,0.3147474084114387,-0.29660222443330375,24.4,100.0,-75.6,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
576,127,130,1727,3330,1.4468743801116943,6,1.4502192735671997,1.4468743801116943,1.0023118064024654,False,0.042931880283821645,0.05139161091527603,-0.008459730631454387,83.525,87.97500000000001,-4.450000000000003,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
577,371,464,1971,3664,1.571934461593628,17,2.280834197998047,1.571934461593628,1.4509728323442543,False,0.02964406668217601,0.3295357599788322,-0.2998916932966562,68.625,100.0,-31.375,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
578,442,80,2042,3280,1.4912657737731934,7,1.4914473295211792,1.4912657737731934,1.0001217460704717,False,0.05681127282643994,0.0564472281349633,0.0003640446914766407,90.275,90.14999999999999,0.1250000000000142,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
579,495,725,2095,3925,1.3919883966445923,14,2.114778518676758,1.3919883966445923,1.5192501056578211,False,0.01815717636638884,0.3110836332155579,-0.292926456849169,24.45,100.0,-75.55,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
580,245,782,1845,3982,1.514348030090332,13,2.113598585128784,1.514348030090332,1.3957152141589977,False,0.01572912203795665,0.2864259490541737,-0.270696827016217,11.0,100.0,-89.0,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
581,68,587,1668,3787,1.252740502357483,10,1.8774211406707764,1.252740502357483,1.498651266673131,False,0.026126586864588772,0.2940807076500462,-0.2679541207854574,60.45,100.0,-39.55,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
582,224,98,1824,3298,1.5663706064224243,13,2.1211352348327637,1.5663706064224243,1.3541720114867428,False,0.017544636150200563,0.2934730562665036,-0.27592842011630303,20.575,100.0,-79.425,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
583,774,482,2374,3682,1.396203875541687,7,1.397646427154541,1.396203875541687,1.00103319553693,False,0.05800857499599577,0.058168286634286887,-0.0001597116382911143,90.925,91.025,-0.10000000000000853,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
584,611,761,2211,3961,1.4820613861083984,13,2.0309863090515137,1.4820613861083984,1.3703793433175424,False,0.01729987721803808,0.2995772950407464,-0.2822774178227083,18.875,100.0,-81.125,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
585,691,501,2291,3701,1.539379596710205,17,2.199988842010498,1.539379596710205,1.4291399254037636,False,0.018038428379125702,0.3046444514907869,-0.28660602311166117,23.7,100.0,-76.3,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
586,630,37,2230,3237,1.4371647834777832,16,2.113765001296997,1.4371647834777832,1.4707881974271,False,0.018903835700407125,0.3274581990424241,-0.308554363342017,29.7,100.0,-70.3,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
587,663,562,2263,3762,1.30525541305542,9,1.8934500217437744,1.30525541305542,1.4506356402012335,False,0.028670492659251305,0.32482245078745703,-0.2961519581282057,66.7,100.0,-33.3,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
588,678,347,2278,3547,1.5491610765457153,14,2.1370387077331543,1.5491610765457153,1.37948128189373,False,0.019602142366097634,0.2513132754634893,-0.23171113309739166,34.050000000000004,100.0,-65.94999999999999,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
589,63,238,1663,3438,1.5878181457519531,13,2.047872304916382,1.5878181457519531,1.2897398297123994,False,0.019767489168752695,0.2584505403959643,-0.23868305122721162,34.949999999999996,100.0,-65.05000000000001,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
590,234,312,1834,3512,1.361909031867981,12,2.042602300643921,1.361909031867981,1.4998081757650934,False,0.02704483156097493,0.23357644247149786,-0.20653161091052294,62.875,100.0,-37.125,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
591,348,720,1948,3920,1.4052752256393433,13,2.033919334411621,1.4052752256393433,1.447345898726899,False,0.01480570793510906,0.32235901173550424,-0.3075533038003952,6.9750000000000005,100.0,-93.025,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
592,514,268,2114,3468,1.5294257402420044,14,2.089874744415283,1.5294257402420044,1.3664440772943953,False,0.015509941918174942,0.2890110626946396,-0.27350112077646466,9.775,100.0,-90.225,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
593,70,701,1670,3901,1.3329466581344604,9,1.9009041786193848,1.3329466581344604,1.426091709686129,False,0.02282619917635256,0.3129645004968147,-0.29013830132046214,49.75,100.0,-50.25,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
594,572,277,2172,3477,1.4490056037902832,14,2.1446077823638916,1.4490056037902832,1.480054857451251,False,0.025718826593373007,0.3138747190663105,-0.2881558924729375,59.375,100.0,-40.625,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
595,735,613,2335,3813,1.5539518594741821,12,2.0620458126068115,1.5539518594741821,1.3269689147928658,False,0.018390539249502718,0.21858162794693595,-0.20019108869743324,26.025,100.0,-73.975,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
596,555,61,2155,3261,1.2807835340499878,10,1.929990530014038,1.2807835340499878,1.5068826844698586,False,0.017544500584869074,0.32695567974188,-0.30941117915701094,20.575,100.0,-79.425,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
597,233,196,1833,3396,1.5100576877593994,16,2.183558464050293,1.5100576877593994,1.4460099648843374,False,0.017429434981354963,0.3272150496960524,-0.30978561471469745,19.825,100.0,-80.175,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
598,280,309,1880,3509,1.4548851251602173,15,2.1108498573303223,1.4548851251602173,1.4508704644965476,False,0.015873078391025176,0.32066889148597655,-0.30479581309495135,11.5,100.0,-88.5,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
599,707,330,2307,3530,1.5255454778671265,15,2.1569080352783203,1.5255454778671265,1.4138602005453849,False,0.024761794473334747,0.2399478682115832,-0.21518607373824847,56.55,100.0,-43.45,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
600,58,132,1658,3332,1.6655503511428833,13,2.162313461303711,1.6655503511428833,1.2982576358739044,False,0.023797482740745425,0.3251935378615632,-0.30139605512081774,53.525,100.0,-46.475,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
601,408,657,2008,3857,1.2514526844024658,9,1.9015889167785645,1.2514526844024658,1.5195052441687165,False,0.01753762921967091,0.3167223333498729,-0.299184704130202,20.525,100.0,-79.475,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
602,486,408,2086,3608,1.3182014226913452,15,2.2804999351501465,1.3182014226913452,1.7300087042040175,False,0.05863889913231653,0.3097483971038078,-0.2511094979714913,91.125,100.0,-8.875,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
603,424,164,2024,3364,1.3228962421417236,10,1.9832127094268799,1.3228962421417236,1.4991445634588292,False,0.01696808865083149,0.3132952115463168,-0.2963271228954853,16.975,100.0,-83.025,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
604,546,278,2146,3478,1.5096936225891113,16,2.276698112487793,1.5096936225891113,1.508053076744986,False,0.02415561900669401,0.3178887461383584,-0.2937331271316644,54.800000000000004,100.0,-45.199999999999996,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
605,35,689,1635,3889,1.3974241018295288,15,2.1981570720672607,1.3974241018295288,1.5730064117181035,False,0.023776703652065436,0.32164701328406375,-0.29787030963199834,53.400000000000006,100.0,-46.599999999999994,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
606,211,378,1811,3578,1.44899582862854,6,1.4529550075531006,1.44899582862854,1.0027323604708427,False,0.057575936493556655,0.06857913195611064,-0.011003195462553982,90.7,93.825,-3.125,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
607,704,444,2304,3644,1.4144738912582397,13,2.0066652297973633,1.4144738912582397,1.4186654431721903,False,0.01946007738663366,0.32489037482958216,-0.30543029744294853,33.35,100.0,-66.65,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
608,309,765,1909,3965,1.3150101900100708,5,1.3150391578674316,1.3150101900100708,1.0000220286181665,False,0.060196491337060065,0.059998427468320056,0.0001980638687400088,91.55,91.5,0.04999999999999716,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
609,773,342,2373,3542,1.648740291595459,18,2.296976089477539,1.648740291595459,1.3931703502282904,False,0.01640263196329878,0.32284210045557166,-0.3064394684922729,14.075,100.0,-85.925,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
610,324,474,1924,3674,1.4364145994186401,6,1.4383959770202637,1.4364145994186401,1.0013793911607591,False,0.06946803537338006,0.059131092597056824,0.010336942776323237,93.925,91.325,2.5999999999999943,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
611,507,203,2107,3403,1.514441728591919,13,2.1111154556274414,1.514441728591919,1.3939892276940171,False,0.028053896017095452,0.19213117880852743,-0.16407728279143197,65.10000000000001,100.0,-34.89999999999999,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
612,58,765,1658,3965,1.4277247190475464,6,1.428593397140503,1.4277247190475464,1.0006084352826334,False,0.09481591026901189,0.09387831640718998,0.000937593861821906,97.7,97.65,0.04999999999999716,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
613,638,611,2238,3811,1.4088345766067505,14,2.124666213989258,1.4088345766067505,1.5081019796565642,False,0.017325571413510422,0.32776022831004215,-0.3104346568965317,19.125,100.0,-80.875,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
614,598,456,2198,3656,1.636316180229187,14,2.2061214447021484,1.636316180229187,1.348224427135563,False,0.018806631082239213,0.32102221919563007,-0.30221558811339083,29.025000000000002,100.0,-70.975,100,1,247220,0.0309025,1.0,"8,12,20,30,50,80,100",8:4;12:4;20:4;30:4;50:4;80:3;100:1,selected k=100 with 1 connected component(s); smaller grid entries are retained in graph_components_by_k,3000,False,,
