experiment,method,target,training_steps_total,steps_per_pair,mmd_rbf,sliced_w2,centroid_l2,cluster_mass_l1,rare_cluster_error,rare_clusters
EB multi-timepoint,pairwise_local_bridges,hidden_t2,6000,2000,0.08073851729489456,0.4027115280685102,1.1153115034103394,0.22444444444444442,0.042222222222222223,"6,3"
EB multi-timepoint,pairwise_local_bridges,seen_t4,6000,2000,0.007198873522526461,0.21481541044969396,0.6789745688438416,0.13555555555555548,0.0,"3,6"
EB multi-timepoint,shared_adjacent_only,hidden_t2,6000,0,0.05940583807058997,0.3768716935363212,1.1577624082565308,0.4777777777777778,0.07777777777777778,"6,3"
EB multi-timepoint,shared_adjacent_only,seen_t4,6000,0,0.008241241167264157,0.18874103754409596,0.5718246102333069,0.04222222222222223,0.0,"3,6"
EB multi-timepoint,shared_adjacent_skip,hidden_t2,6000,0,0.06624147714196815,0.38331669908175153,1.2239480018615723,0.4955555555555556,0.17222222222222222,"6,3"
EB multi-timepoint,shared_adjacent_skip,seen_t4,6000,0,0.007471558493205355,0.2055875942111325,0.6639538407325745,0.12222222222222223,0.0,"3,6"
