variant,variant_family,target,training_steps_total,sampling,mmd_rbf_mean,mmd_rbf_std,sliced_w2_mean,sliced_w2_std,centroid_l2_mean,centroid_l2_std,n_seeds
pairwise_local_bridges_6000,pairwise,hidden_t2,6000,local_pairwise,0.08363380213735323,0.0025156360563813244,0.40845179470794873,0.008338130064296631,1.1279298067092896,0.01794771327125033,3
shared_adjacent_only_6000,shared_adjacent,hidden_t2,6000,uniform_adjacent,0.05650196890919412,0.006032663497185092,0.3559965139626448,0.02398737816260374,1.1390573183695476,0.08500622013876835,3
shared_skip_adj2_skip1_9000,shared_skip,hidden_t2,9000,adjacent_total_2_3_skip_total_1_3,0.06747890885640834,0.009651397462292934,0.38430049454730986,0.013957632985753891,1.2210850318272908,0.11021048892723205,3
shared_skip_uniform_6000,shared_skip,hidden_t2,6000,uniform_adjacent_skip,0.06055719800974977,0.0057064269284254066,0.37632883207339124,0.007085269802753822,1.213556210199992,0.032600717634832625,3
pairwise_local_bridges_6000,pairwise,seen_t4,6000,local_pairwise,0.006871132476697887,0.001595158564326429,0.17206144808236787,0.037561177759390406,0.5824604332447052,0.11745502231088617,3
shared_adjacent_only_6000,shared_adjacent,seen_t4,6000,uniform_adjacent,0.014106765544324051,0.008171561168138528,0.3216044522433499,0.13999086069539338,0.9041801691055298,0.3297485628479851,3
shared_skip_adj2_skip1_9000,shared_skip,seen_t4,9000,adjacent_total_2_3_skip_total_1_3,0.008896163728821646,0.0029305944260434227,0.21499841662660077,0.038272885459024096,0.6638327340284983,0.1950694339814511,3
shared_skip_uniform_6000,shared_skip,seen_t4,6000,uniform_adjacent_skip,0.009422090824145801,0.004092132274721327,0.23794735275673604,0.07390980358477217,0.7263862490653992,0.17842877262614212,3
